sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
11781,2018,01,2018-01,qi,control,""" the lady in our painting is actually wearing something called a moretta muta, it was a venetian variation on the mask.",neutral,0,0.0
11782,2018,07,2018-07,qi,control,what we’re going to do now is we’re going to test out how a dog does on sniffing things out.,neutral,0,0.0
11783,2018,06,2018-06,qi,control,"my father was in hospital and he had a catheterfitted for a couple of weeks, and he said he’d never slept so well for about 50 years.",positive,1,0.4101
11784,2018,06,2018-06,qi,control,but should we be encouraging the trade in old bones or giving them to scientists?,positive,1,0.8271
11785,2018,05,2018-05,qi,control,"but the study of oratory and rhetoric dates back a really long time - and there’s all sorts of rules about classic rhetoric based around the rule of three, which is the same as in comedy.",positive,1,0.5023
11786,2018,05,2018-05,qi,control,bethlem hospital.,neutral,0,0.0
11787,2018,05,2018-05,qi,control,"well, in the , abortion is on the frontline of a culture war between liberals and religious conservatives - an issue argued as bitterly as brexit is here.",negative,-1,0.8074
11788,2018,05,2018-05,qi,control,"and instead we stand outside a hospital and we pray, --- citation , oddballs, 22:00 10/05/2018, bbc2 england, 30 mins.",positive,1,0.3182
11789,2018,11,2018-11,qi,control,"when the , if you look at the comparison, had 32,599 gun deaths.",negative,-1,0.34
11790,2018,11,2018-11,qi,control,"""cough.",neutral,0,0.0
11791,2018,11,2018-11,qi,control,""" when you said cough, did you just breathe in a little, have a little sniff?",neutral,0,0.0
11792,2018,11,2018-11,qi,control,"she did, she went, ""cough,"" and then she went, ""wahey!",neutral,0,0.0
11793,2018,11,2018-11,qi,control,""" has she got a mask on?",neutral,0,0.0
11794,2018,11,2018-11,qi,control,she has got a mask on.,neutral,0,0.0
11795,2018,11,2018-11,qi,control,is she wondering how she’s keeping her mask on?,neutral,0,0.0
11796,2018,11,2018-11,qi,control,"the most complete example that we have of one of these is the daventry mask, which was discovered - there it is - in northamptonshire, found inside a wall while they were renovating a 16th-century building.",neutral,0,0.0
11797,2018,11,2018-11,qi,control,"the lady in our painting is actually wearing something called a moretta muta, it was a venetian variation on the mask.",neutral,0,0.0
11798,2018,11,2018-11,qi,control,he got sunburned while he was climbing the piz buin peak in the alps.,neutral,0,0.0
11799,2018,11,2018-11,qi,control,they used to test each other’s light bulbs.,neutral,0,0.0
11800,2018,11,2018-11,qi,control,""" ""get the mask!",neutral,0,0.0
11801,2018,11,2018-11,qi,control,get the mask!,neutral,0,0.0
11802,2018,10,2018-10,qi,control,"now, of course you don’t want to test this for the first time on a human, so they tested on a pig, and apparently it spun round and was so horribly disorientated on arrival it attacked the aircrew.",negative,-1,0.7944
11803,2018,10,2018-10,qi,control,"test piloting a fighterjet, that’s another extremely perilous job.",neutral,0,0.0
11804,2018,10,2018-10,qi,control,"there’s an extraordinary story, in 1956, just off the coast of new york state, there was a fighter test pilot called tom attridge, and he accidentally shot himself down.",negative,-1,0.2023
11805,2018,10,2018-10,qi,control,result will test pilot in 1952 who deliberately shot himself down.,neutral,0,0.0
11806,2018,10,2018-10,qi,control,it causes more fatalities than any other sport.,negative,-1,0.6361
11807,2018,10,2018-10,qi,control,"he checked the speed limit, he obeyed all the traffic rules and no charges were filed.",positive,1,0.2057
11808,2018,10,2018-10,qi,control,"i don’t have this is the same now, but when i took my driving test, they asked the question, ""what happens if an animal runs in front of the car?",neutral,0,0.0
11809,2018,10,2018-10,qi,control,"and i was on my driving test, and a goat ran out in front of the car.",neutral,0,0.0
11810,2018,10,2018-10,qi,control,"obviously, i didn’t want to fail my test, so ijust kept driving.",negative,-1,0.4939
11811,2018,10,2018-10,qi,control,"and i saw that i’d missed it, and obviously i didn’t want to fail my test, so stuck it in reverse and ran back over it.",negative,-1,0.7915
11812,2018,10,2018-10,qi,control,"so, he was walking through the woods, because he wanted to test it, and a squirrel landed on his head, knocked him to the ground and he ended up in a neck brace from whiplash.",neutral,0,0.0
11813,2018,10,2018-10,qi,control,"so, the studies in the last decade of plague victims’ bodies which have been unearthed during the crossrail product in london, and studies of mortality data, which has been analysed in oslo, both conclude the plague simply couldn’t have spread as fast and as far if it was entirely dependent on rattus rattus.",neutral,0,0.0
11814,2018,10,2018-10,qi,control,glasgow’s like an entirely negative city.,negative,-1,0.3597
11815,2018,09,2018-09,qi,control,"test piloting a fighterjet, that is another extremely perilous job.",neutral,0,0.0
11816,2018,09,2018-09,qi,control,"there’s an extraordinary story, in 1956, just off the coast of new york state, there was a fighter test pilot called tom attridge, and he accidentally shot himself down.",negative,-1,0.2023
11817,2018,09,2018-09,qi,control,it causes more fatalities than any other sport.,negative,-1,0.6361
11818,2018,09,2018-09,qi,control,"he checked the speed limit, he obeyed all the traffic rules and no charges were filed.",positive,1,0.2057
11819,2018,09,2018-09,qi,control,"so, the studies in the last decade of plague victims’ bodies which have been unearthed during the crossrail product in london, and studies of mortality data, which has been analysed in oslo, both conclude the plague simply couldn’t have spread as fast and as far if it was entirely dependent on rattus rattus.",neutral,0,0.0
11820,2019,04,2019-04,qi,control,"according to scientists, the world is currently teetering on the edge of an incredible 31 apocalyptic scenarios.",negative,-1,0.6887
11821,2019,04,2019-04,qi,control,"according to scientists, the world is currently hello!",neutral,0,0.0
11822,2019,04,2019-04,qi,control,"test piloting a fighterjet, that is another extremely perilous job.",neutral,0,0.0
11823,2019,04,2019-04,qi,control,"there’s an extraordinary story, in 1956, just off the coast of new york state, there was a fighter test pilot called tom attridge, and he accidentally shot himself down.",negative,-1,0.2023
11824,2019,04,2019-04,qi,control,it causes more fatalities than any other sport.,negative,-1,0.6361
11825,2019,04,2019-04,qi,control,"he checked the speed limit, he obeyed all the traffic rules and no charges were filed.",positive,1,0.2057
11826,2019,04,2019-04,qi,control,"so, the studies in the last decade of plague victims’ bodies which have been unearthed during the crossrail product in london, and studies of mortality data, which has been analysed in oslo, both conclude the plague simply couldn’t have spread as fast and as far if it was entirely dependent on rattus rattus.",neutral,0,0.0
11827,2019,08,2019-08,qi,control,"i mean, they could have built a hospital.",neutral,0,0.0
11828,2019,08,2019-08,qi,control,"but the study of oratory and rhetoric dates back a really long time - and there’s all sorts of rules about classic rhetoric based around the rule of three, which is the same as in comedy.",positive,1,0.5023
11829,2019,08,2019-08,qi,control,bethlem hospital.,neutral,0,0.0
11830,2019,08,2019-08,qi,control,"but in the 19805, the had a campaign led by the harvard school of public health cos, at the time, drink-driving was one of the leading causes of death in the aged between 15 and 24.",negative,-1,0.7469
11831,2019,02,2019-02,qi,control,"if you think there’s been a decline in the number of whales and it was always thought that would cause the number of krill to increase because, of course, that krill is the very thing that they eat, that hasn’t materialised because the poo from the whales that fertilises the plants that the krill eats is no longer there in the quantities that it was.",positive,1,0.1779
11832,2019,02,2019-02,qi,control,selfie fatalities in 2014.,negative,-1,0.5994
11833,2019,02,2019-02,qi,control,i think maybe the selfie fatalities.,negative,-1,0.5994
11834,2019,02,2019-02,qi,control,: selfie fatalities.,negative,-1,0.5994
11835,2019,02,2019-02,qi,control,"everybody’s gone for the selfie fatalities, what do you reckon?",negative,-1,0.5994
11836,2019,02,2019-02,qi,control,you should have gone for the selfie fatalities.,negative,-1,0.5994
11837,2019,01,2019-01,qi,control,that help support the normal function of the immune system.,positive,1,0.765
11838,2019,07,2019-07,qi,control,it measures water.,neutral,0,0.0
11839,2019,07,2019-07,qi,control,that’s the rules.,neutral,0,0.0
11840,2019,07,2019-07,qi,control,"and his girlfriend wrote, 'it has put a little bit of a strain on our relationship.",negative,-1,0.0516
11841,2019,07,2019-07,qi,control,50 lesbian sheep were responsible for an outbreak in 1994.,positive,1,0.3182
11842,2019,07,2019-07,qi,control,"and they haven’t passed what’s called the turing test, which is the most important thing for a machine.",positive,1,0.2716
11843,2019,07,2019-07,qi,control,alan turing posited a test which was whether or not you could conduct a conversation with an artiﬁcial machine in such a way that you wouldn’t know it was an artificial machine.,neutral,0,0.0
11844,2019,07,2019-07,qi,control,""" anyway, here’s a test to show you how easy it is to keep an image in your head.",positive,1,0.4404
11845,2019,06,2019-06,qi,control,"so, just like you, they decided to bring in some rules.",positive,1,0.3612
11846,2019,06,2019-06,qi,control,so the rules were about time.,neutral,0,0.0
11847,2019,06,2019-06,qi,control,it caused more deaths than sword fighting in the 16th century.,negative,-1,0.3612
11848,2019,06,2019-06,qi,control,"there were at least seven deaths in england, i have to say, beaten only by 56 people who died in archery accidents.",negative,-1,0.8271
11849,2019,06,2019-06,qi,control,"of the seven football deaths, two accidentally were stabbed with a knife while tackling.",negative,-1,0.6486
11850,2019,06,2019-06,qi,control,"joint third, sword fighting, wrestling and bell-ringing - three deaths each.",negative,-1,0.3612
11851,2019,06,2019-06,qi,control,hammer throwing - two deaths.,neutral,0,0.0
11852,2019,06,2019-06,qi,control,"in one of the archery deaths, there was a man who accidentally shot himself in the head in 1552.",negative,-1,0.34
11853,2019,06,2019-06,qi,control,"you’re right, laura, there’s no single magic bullet, but what there is is a wealth of experience, a wealth of solutions, and what’s changed now is that there’s a real positive energy about getting it done.",positive,1,0.9559
11854,2019,03,2019-03,qi,control,"but if that elephant was very clever, he’d come up the next day with a gas mask.",positive,1,0.664
11855,2019,03,2019-03,qi,control,"what’s an elephant’s gas mask going to be like, for god’s sake?",positive,1,0.3612
11856,2019,03,2019-03,qi,control,"or is it on the end of the trunk, the gas mask?",neutral,0,0.0
11857,2019,03,2019-03,qi,control,"the economists william evans and timothy moore in 2010, they found that mortality rates spiked by almost 1% on the first day of every month, and remain high for the next few days.",neutral,0,0.0
11858,2019,03,2019-03,qi,control,"shamima begum’s son, a british citizen, dies of a lung infection, three weeks after being born to his bride mother in a syrian camp.",neutral,0,0.0
11859,2019,03,2019-03,qi,control,"medical sources inside the camp where she is living have told the she and the baby were taken to hospital yesterday morning, because he’d had breathing difficulties.",negative,-1,0.296
11860,2019,05,2019-05,qi,control,and there are lots of these rules.,neutral,0,0.0
11861,2019,11,2019-11,qi,control,but then it is repeated and repeated and repeated until it goes viral and you have enough to make it a story for a lazyjournalist.,neutral,0,0.0
11862,2019,11,2019-11,qi,control,"0h, kidney infection.",neutral,0,0.0
11863,2019,11,2019-11,qi,control,it was a term given to con men who took advantage of the rules of the society for the recovery of persons apparently drowned.,negative,-1,0.4404
11864,2019,11,2019-11,qi,control,"so the very first society, 1767, the netherlands society for resuscitation, and they had incredibly strict rules about what you should do in order to bring a drowning person back to life.",neutral,0,0.0
11865,2019,11,2019-11,qi,control,did you think you were in saturday night fever?,neutral,0,0.0
11866,2019,10,2019-10,qi,control,"when the , if you look at the comparison, had 32,599 gun deaths.",negative,-1,0.34
11867,2019,10,2019-10,qi,control,"""cough.",neutral,0,0.0
11868,2019,10,2019-10,qi,control,""" when you said cough, did you just breathe in a little, have a little sniff?",neutral,0,0.0
11869,2019,10,2019-10,qi,control,"she did, she went, ""cough,"" and then she went, ""wahey!",neutral,0,0.0
11870,2019,10,2019-10,qi,control,""" has she got a mask on?",neutral,0,0.0
11871,2019,10,2019-10,qi,control,she has got a mask on.,neutral,0,0.0
11872,2019,10,2019-10,qi,control,is she wondering how she’s keeping her mask on?,neutral,0,0.0
11873,2019,10,2019-10,qi,control,"the most complete example that we have of one of these is the daventry mask, which was discovered - there it is - in northamptonshire, found inside a wall while they were renovating a 16th-century building.",neutral,0,0.0
11874,2019,10,2019-10,qi,control,"the lady in our painting is actually wearing something called a moretta muta, it was a venetian variation on the mask.",neutral,0,0.0
11875,2019,10,2019-10,qi,control,he got sunburned while he was climbing the piz buin peak in the alps.,neutral,0,0.0
11876,2019,10,2019-10,qi,control,they used to test each other’s light bulbs.,neutral,0,0.0
11877,2019,10,2019-10,qi,control,""" ""get the mask!",neutral,0,0.0
11878,2019,10,2019-10,qi,control,get the mask!,neutral,0,0.0
11879,2019,09,2019-09,qi,control,but then it is repeated and repeated and repeated until it goes viral and you have enough to make it a story for a lazyjournalist.,neutral,0,0.0
11880,2019,09,2019-09,qi,control,"0h, kidney infection.",neutral,0,0.0
11881,2019,09,2019-09,qi,control,it was a term given to con men who took advantage of the rules of the society for the recovery of persons apparently drowned.,negative,-1,0.4404
11882,2019,09,2019-09,qi,control,"so the very first society, 1767, the netherlands society for resuscitation, and they had incredibly strict rules about what you should do in order to bring a drowning person back to life.",neutral,0,0.0
11883,2019,09,2019-09,qi,control,our sexual relationship is usain bolt with a groin strain.,negative,-1,0.0516
11884,2019,12,2019-12,qi,covid,": there’s only three rules in this game, holly!",neutral,0,0.0
11885,2019,12,2019-12,qi,covid,"it came from france, actually, the game, but it was codified by the brothers mayhew, henry and horace, and they decided those were the rules.",neutral,0,0.0
11886,2019,12,2019-12,qi,covid,there must have been a terrible epidemic.,negative,-1,0.4767
11887,2020,04,2020-04,qi,covid,what cost-saving measures could we take?,neutral,0,0.0
11888,2020,04,2020-04,qi,covid,it has a test tube which purports to contain thomas edison’s last breath.,neutral,0,0.0
11889,2020,04,2020-04,qi,covid,"during edison’s final illness, this test tube was close to his bedside.",negative,-1,0.4019
11890,2020,04,2020-04,qi,covid,the last thing you’d see is a test tube in your face and the eager eyes of a relative.,positive,1,0.3612
11891,2020,04,2020-04,qi,covid,there’s a bronze plaque of all the weights and measures in trafalgar square on the wall.,neutral,0,0.0
11892,2020,04,2020-04,qi,covid,it measures just 70 micrometres by 100 micrometres as it was etched using an ion beam at a university in canada.,neutral,0,0.0
11893,2020,08,2020-08,qi,covid,""" the montessori method of education, when children start to talk back and start to question the rules, they refer to that as the age of rudeness.",negative,-1,0.3612
11894,2020,08,2020-08,qi,covid,he just blew the roof off with positive vibration and some positive reggae music.,positive,1,0.802
11895,2020,12,2020-12,qi,covid,the rules of the game still apply.,neutral,0,0.0
11896,2020,12,2020-12,qi,covid,i have a fungal infection.,neutral,0,0.0
11897,2020,12,2020-12,qi,covid,a covid vaccine that is safe to use in britain.,positive,1,0.4404
11898,2020,12,2020-12,qi,covid,this vaccination is unlike any other in the .,neutral,0,0.0
11899,2020,12,2020-12,qi,covid,scientists at the german-american company pfizer biontech learning they had won approvalfrom the regulatory body which would greenlight the first covid vaccine in the world.,positive,1,0.5719
11900,2020,12,2020-12,qi,covid,"tonight we ask how quickly this will change our covid reality, approval came first.",positive,1,0.4767
11901,2020,12,2020-12,qi,covid,"the first one is that a few weeks ago, matt hancock introduced emergency legislation and what that meant was that the on its own, not with reference to the , is able to approve coronavirus vaccines in this country, we will come to that in a minute.",negative,-1,0.3818
11902,2020,12,2020-12,qi,covid,but that is not quite the view of the scientists.,neutral,0,0.0
11903,2020,12,2020-12,qi,covid,"if we look at the press conference this afternoon, where van tam, afternoon, where jonathan van tam, the deputy chief medical officer, said we will never fully eradicate coronavirus.",neutral,0,0.0
11904,2020,02,2020-02,qi,covid,there are no rules!,negative,-1,0.3595
11905,2020,02,2020-02,qi,covid,""" you shouldn’t queue in hospital.",neutral,0,0.0
11906,2020,02,2020-02,qi,covid,computer scientists at the university of california in berkeley estimate hackers would need ten minutes and they could crack anybody’s computer code.,neutral,0,0.0
11907,2020,02,2020-02,qi,covid,"had i done so the second, ""he would have been in a fever.",neutral,0,0.0
11908,2020,02,2020-02,qi,covid,"it is staphylococcus aureus bacteria, so is the deadly strain of this.",negative,-1,0.0516
11909,2020,07,2020-07,qi,covid,"now, let’s put your bodies to the test.",neutral,0,0.0
11910,2020,06,2020-06,qi,covid,you know the rules.,neutral,0,0.0
11911,2020,03,2020-03,qi,covid,"so, what we’re going to do now is we’re going to test out how a dog does on sniffing things out.",neutral,0,0.0
11912,2020,03,2020-03,qi,covid,three key architects of that national strategy against coronavirus themselves fall ill on the same day.,negative,-1,0.4215
11913,2020,03,2020-03,qi,covid,borisjohnson says he’ll continue to lead the national effort from isolation in number 10.,negative,-1,0.34
11914,2020,03,2020-03,qi,covid,"so, how well is the effort to suppress the virus going, and what should we expect next?",positive,1,0.2732
11915,2020,03,2020-03,qi,covid,"as america’s contagion gathers pace, a new yorker on the frontline of itjoins us live.",negative,-1,0.4588
11916,2020,03,2020-03,qi,covid,"the prime minister and the health secretary revealed that they have tested positive for coronavirus after experiencing mild symptoms, and the chief medical officer is isolating for similar reasons.",positive,1,0.5574
11917,2020,03,2020-03,qi,covid,"and as key parts of the leadership go into self isolation, the struggle for life in hospitals up and down the country intensifies.",negative,-1,0.6124
11918,2020,03,2020-03,qi,covid,"the prime minister, the health secretary, the chief medical officer - three of the four faces the british public have most come to associate with this crisis - now in isolation.",negative,-1,0.8213
11919,2020,03,2020-03,qi,covid,i’ve developed mild of the coronavirus.,neutral,0,0.0
11920,2020,03,2020-03,qi,covid,i’ve also had some mild of coronavirus questions flowed almost as quickly as the virus multiplied.,neutral,0,0.0
11921,2020,05,2020-05,qi,covid,cough.,neutral,0,0.0
11922,2020,05,2020-05,qi,covid,cough.,neutral,0,0.0
11923,2020,05,2020-05,qi,covid,"right, cough.",neutral,0,0.0
11924,2020,05,2020-05,qi,covid,i need you to cough again - this time while i hold your penis.,neutral,0,0.0
11925,2020,05,2020-05,qi,covid,cough.,neutral,0,0.0
11926,2020,05,2020-05,qi,covid,cough.,neutral,0,0.0
11927,2020,11,2020-11,qi,covid,"an alpha male, it’s josh widdicombe!",neutral,0,0.0
11928,2020,11,2020-11,qi,covid,"hard to beta, it’s shazia mirza.",negative,-1,0.1027
11929,2020,11,2020-11,qi,covid,23 cases of severe x-ray injury reported in scientificjournals.,negative,-1,0.6597
11930,2020,11,2020-11,qi,covid,"and she was like, ""could you describe your symptoms?",positive,1,0.3612
11931,2020,10,2020-10,qi,covid,"tonight’s episode of is even more ridiculous than usual, partly because ridiculous is our theme and partly because we’re filming in march 2020, without an audience because of the coronavirus outbreak.",negative,-1,0.6142
11932,2020,10,2020-10,qi,covid,"but that would be a great way of testing comic delivery, because there’s virtually no humour in thejoke, yet it is a joke.",positive,1,0.7285
11933,2020,10,2020-10,qi,covid,"oh, my god, i hope it’s not in isolation.",positive,1,0.7398
11934,2020,10,2020-10,qi,covid,"do you have, like, strict rules about people you go out with or marry or whatever, who are taller or shorter than you?",positive,1,0.3612
11935,2020,10,2020-10,qi,covid,"so, to be honest, i can’t tell you all the details, because they keep it secret, because they don’t want people trying to cheat the test, but, broadly speaking, you tick the box and it prompts the website to check your browsing history.",positive,1,0.0772
11936,2020,10,2020-10,qi,covid,"one test is to establish whether you’re human, and the other word, they’re just looking for your opinion.",neutral,0,0.0
11937,2020,10,2020-10,qi,covid,because they did a test to see whether people wanted to buy one of those very expensive ones or whether they wanted a modern one.,neutral,0,0.0
11938,2020,10,2020-10,qi,covid,the show you’ve just seen was recorded without an audience because of social distancing rules.,neutral,0,0.0
11939,2020,09,2020-09,qi,covid,"they had quite a hard time, the bakers, with the rules, then, yeah.",positive,1,0.1335
11940,2020,09,2020-09,qi,covid,a lot of rules.,neutral,0,0.0
11941,2020,09,2020-09,qi,covid,"then there was a bumper crop in 19a8 and, then, after that, all the restrictions were gone.",neutral,0,0.0
11942,2020,09,2020-09,qi,covid,"so, they did a test in 1939 to see if britain could deal without all of that protein.",neutral,0,0.0
11943,2020,09,2020-09,qi,covid,"in fact, infant mortality rates halved between 1935 and 1950, and the age at which people died of natural causes actually increased.",neutral,0,0.0
11944,2020,09,2020-09,qi,covid,"a medium stalk contains six calories but there is a notion that it has negative calories, so i love this.",positive,1,0.2886
11945,2020,09,2020-09,qi,covid,the closest we can find to a negative energy food is sugar-free gum.,negative,-1,0.3818
11946,2020,09,2020-09,qi,covid,"when it comes to the crunch, even celery has a positive number of calories.",positive,1,0.5994
11947,2021,04,2021-04,qi,covid,10% of robin deaths are due to fractured skulls from altercations with other robins.,neutral,0,0.0
11948,2021,04,2021-04,qi,covid,"the greys, i’m afraid, outlast the reds by quite a long chalk - they’re better at problem-solving, the greys also carry a terrible pox virus which the reds have no immunity to and the reds get really stressed.",negative,-1,0.624
11949,2021,08,2021-08,qi,covid,"and they have to avoid getting too much oxygen into their bloodstream while they do this, and so, as they pant, their windpipe redirects the air away from the lungs.",negative,-1,0.296
11950,2021,08,2021-08,qi,covid,"so, in the nethertands it is required as part of the driving test, and it prevents what’s called ""dooring"", which is basically just hitting a cyclist with your car door.",positive,1,0.0772
11951,2021,08,2021-08,qi,covid,"oh, so that’s a mask?",neutral,0,0.0
11952,2021,08,2021-08,qi,covid,"but it’s how computers may eventually be able to distinguish a bot from a person, because you could give a test like this.",positive,1,0.5023
11953,2021,08,2021-08,qi,covid,and the reason is that having red hair is usually caused by a mutation on a gene called mc1r.,neutral,0,0.0
11954,2021,12,2021-12,qi,covid,"what scientists have discovered is that brussels sprouts taste less bitter if you take a sip of red wine between each mouthful, 0k?",negative,-1,0.3626
11955,2021,01,2021-01,qi,covid,"they have more emergency department admissions, more sporting injuries, higher mortality due to accidents.",negative,-1,0.6361
11956,2021,01,2021-01,qi,covid,"yes, to test themselves.",positive,1,0.4019
11957,2021,01,2021-01,qi,covid,"yeah, see, i think it’s women tend to be a bit more organised and empathetic, and i’ve got to say, i trust women more when it comes to, say, something like a global pandemic.",positive,1,0.8739
11958,2021,01,2021-01,qi,covid,"to be honest, people argue it on both sides, but you’re absolutely right that, you know, for example, new zealand did extremely well during the pandemic.",positive,1,0.5483
11959,2021,01,2021-01,qi,covid,"well, it’s about how many deaths it causes.",positive,1,0.2732
11960,2021,01,2021-01,qi,covid,"so, for example, an infectious disease is exponential - so starts with a few people, and then, as time goes by, it infects more and more peopla.",neutral,0,0.0
11961,2021,01,2021-01,qi,covid,"i mean, they’re good - they have a positive benefit, plants, if you spend time around them - because it makes you feel better.",positive,1,0.9081
11962,2021,01,2021-01,qi,covid,"the actual answer is, ""how many people are currently being vaccinated against covid in england?",neutral,0,0.0
11963,2021,01,2021-01,qi,covid,""" this is the news that england’s chief executive has praised the speed of vaccination delivery across the country.",positive,1,0.4939
11964,2021,01,2021-01,qi,covid,"it was announced that another 5 million people are eligible for the jab, as the over 70 age group are now being contacted.",neutral,0,0.0
11965,2021,07,2021-07,qi,covid,"it is exactly the same thing, it’s not an orphaned negative at all.",positive,1,0.4585
11966,2021,07,2021-07,qi,covid,i’ve been on this show about six or seven times and i still don’t know what the rules are.,neutral,0,0.0
11967,2021,07,2021-07,qi,covid,"we could test it, yeah.",positive,1,0.296
11968,2021,07,2021-07,qi,covid,let’s and focus on the positive - show business.,positive,1,0.5574
11969,2021,07,2021-07,qi,covid,but it’s someone who is hearing screams from a hospital or something.,negative,-1,0.4215
11970,2021,06,2021-06,qi,covid,"and they are famous for the virus, it’s a virus for kangaroos, and it’s named after humptydoo.",neutral,0,0.0
11971,2021,06,2021-06,qi,covid,"50 these are, like, those smear test things?",neutral,0,0.0
11972,2021,06,2021-06,qi,covid,he is described by one musicologist as a peak of woodwind virtuosity.,positive,1,0.4767
11973,2021,06,2021-06,qi,covid,"""i’m just going to hospital.",neutral,0,0.0
11974,2021,06,2021-06,qi,covid,"in 1993, scientists made three different species of frog inhale helium.",neutral,0,0.0
11975,2021,06,2021-06,qi,covid,"clearly, party’s not gone that well, nobody’s turned up scientists with poor sexual skills, i’m going to guess.",negative,-1,0.2991
11976,2021,06,2021-06,qi,covid,"because you can’t it out on dinosaurs, so in 2015 the same experiment was carried out on a chinese alligator, which is as close as they could get, by austrian scientists.",neutral,0,0.0
11977,2021,06,2021-06,qi,covid,there’s hardly any evidence it even alleviates the symptoms.,neutral,0,0.0
11978,2021,03,2021-03,qi,covid,"so they gave everybody oxygen masks and asked them to walk and run on treadmills, trying these things, cos obviously, if you use more energy, you’re going to need more oxygen.",positive,1,0.3384
11979,2021,03,2021-03,qi,covid,uses 11% less oxygen than walking with bent arms.,neutral,0,0.0
11980,2021,03,2021-03,qi,covid,"and when it came to running, it made no difference, really, in terms of oxygen consumption.",negative,-1,0.296
11981,2021,03,2021-03,qi,covid,they sent ten this is like some of my lockdown dreams!,positive,1,0.6696
11982,2021,03,2021-03,qi,covid,"then on new year’s day in 1995, an enormous wave smashed into the draupner oil platform, which is just off the coast of norway, and it was recorded at an astonishing 85 feet from trough to peak.",neutral,0,0.0
11983,2021,03,2021-03,qi,covid,"i’m just imagining a load of scientists on surf boards going, ""this is one!",neutral,0,0.0
11984,2021,05,2021-05,qi,covid,"he did change the rules, but every time you face having to put on a tie, 177,110 different ways in which you might decide to tie it.",neutral,0,0.0
11985,2021,05,2021-05,qi,covid,you could strap the packets of seeds to the inside of a hospital x-ray machine.,neutral,0,0.0
11986,2021,05,2021-05,qi,covid,you could leave them in the fallout zone of a nuclear testing site.,negative,-1,0.0516
11987,2021,05,2021-05,qi,covid,"after a year of covid one thing has become clear - the simpler the message, the easier it is to stay safe.",positive,1,0.8074
11988,2021,05,2021-05,qi,covid,we were told of the potential dangers of the indian variant - yet the restrictions to india weren’t put in place when those to neighbouring pakistan and bangladesh were.,negative,-1,0.4939
11989,2021,05,2021-05,qi,covid,"meanwhile, the is meeting to discuss opening up to tourists using vaccine passports.",neutral,0,0.0
11990,2021,05,2021-05,qi,covid,and what effect is all the confusion having on the spread of the virus itself?,negative,-1,0.296
11991,2021,10,2021-10,qi,covid,tonight we examine whether national interest will trump international cooperation on two defining issues of our age - climate change and covid vaccines.,positive,1,0.4588
11992,2021,09,2021-09,qi,covid,"it used to be that oxygen levels were higher on earth than the 21% that they are today, and it’s a good thing that it’s not higher, because if it was 25%, for example, then even wet plants could burn.",positive,1,0.4404
11993,2021,09,2021-09,qi,covid,"it requires oxygen, it requires heat and it requires something to burn.",neutral,0,0.0
11994,2021,09,2021-09,qi,covid,and there just isn’t enough oxygen elsewhere.,neutral,0,0.0
11995,2021,09,2021-09,qi,covid,"the only reason there’s a meaningful amount of oxygen on earth is photosynthesis, right.",positive,1,0.3182
11996,2021,09,2021-09,qi,covid,so there’s no oxygen without life.,negative,-1,0.3566
11997,2021,09,2021-09,qi,covid,"with a positive 6 points, it’s rosie!",positive,1,0.5983
11998,2022,02,2022-02,qi,covid,after several months of lockdown in a family of five with a dog,neutral,0,0.0
11999,2022,02,2022-02,qi,covid,"they should do like a really quick test, where you canjust, like, dip something in their drink",positive,1,0.6124
12000,2022,02,2022-02,qi,covid,"so, scientists at stanford university have developed a smart toilet, which is able to work out who’s sitting on it by taking a scan of your bottom.",positive,1,0.4019
12001,2022,02,2022-02,qi,covid,"in sloppy second, but with a positive seven, ahir.",positive,1,0.7096
12002,2022,01,2022-01,qi,covid,"there was fighting between his supporters on this and his opponents, there were vigilantes trying to find him to kidnap him and bring him in front of the bishop, but it took less than a year for all of these rules to be abolished in zurich and the reformation soon spread to the rest of switzerland.",positive,1,0.0516
12003,2022,01,2022-01,qi,covid,he was doing desire and negative surprise.,neutral,0,0.0258
12004,2022,01,2022-01,qi,covid,negative surprise?,negative,-1,0.3818
12005,2022,01,2022-01,qi,covid,"we got a dog over lockdown, as most people did, and we go to bushy park, and i can’t handle it because it’s so uneven that i never know what the next step is bringing.",neutral,0,0.0
12006,2022,01,2022-01,qi,covid,"in second place, a very creditable positive five points, jen!",positive,1,0.8054
12007,2022,01,2022-01,qi,covid,i had to quarantine for 11 days.,neutral,0,0.0
12008,2022,07,2022-07,qi,covid,"there was fighting between his supporters on this and his opponents, but it took less than a year for all of these rules to be abolished in zurich and the reformation soon spread a had it not been for this meeting where they ate two sausages, that might not have happened.",positive,1,0.0516
12009,2022,07,2022-07,qi,covid,he was doing desire and negative surprise.,neutral,0,0.0258
12010,2022,07,2022-07,qi,covid,negative surprise?,negative,-1,0.3818
12011,2022,07,2022-07,qi,covid,"we got a dog over lockdown, as most people did, and we go to bushy park, and can’t handle it because it’s so uneven that never know what the next step is bringing.",neutral,0,0.0
12012,2022,07,2022-07,qi,covid,"in second place, a very creditable positive five points, jen!",positive,1,0.8054
12013,2022,07,2022-07,qi,covid,that big heart attack shaped dip is of course the pandemic - vacancies dropped to below where they were in mid-2009 in the financial crisis.,negative,-1,0.4588
