sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
03861,2021,01,2021-01,bbc_radio4,covid,the first doses of the new oxford astrazeneca vaccine have been administered in what the health secretary matt hancock called a pivotal moment in the fight against coronavirus.,neutral,0.386369
03862,2021,01,2021-01,bbc_radio4,covid,"hundreds of vaccination sites are expected to open this week with around 500,000 doses of the jab being given out.",neutral,0.743332
03863,2021,01,2021-01,bbc_radio4,covid,every immunisation is a small victory against coronavirus.,neutral,0.659309
03864,2021,01,2021-01,bbc_radio4,covid,health officials in northern ireland say that for the first time the percentage of positive cases among people aged over 80 has fallen.,neutral,0.904024
03865,2021,01,2021-01,bbc_radio4,covid,like elsewhere in the there been a huge surge of positive cases of the virus in the last two weeks.,neutral,0.568162
03866,2021,01,2021-01,bbc_radio4,covid,around one and five people in that age group live in care homes and have therefore been prioritized in the vaccination programme so far.,neutral,0.894537
03867,2021,01,2021-01,bbc_radio4,covid,what really important is that we protect as many people as possible with the first dose of this vaccine.,neutral,0.47372
03868,2021,01,2021-01,bbc_radio4,covid,that we prevent deaths and that is absolutely the right thing to do back by the science and public health principle.,neutral,0.84593
03869,2021,01,2021-01,bbc_radio4,covid,but he emphasised the rapid rate of spread would lead to more hospitalisations this month and predicted the health service here would face its biggest ever challenge.,fear,0.85236
03870,2021,01,2021-01,bbc_radio4,covid,there are growing concerns that any variant of the virus seen in south africa may prove partially resistant to the vaccines.,fear,0.896035
03871,2021,01,2021-01,bbc_radio4,covid,"the virus here has mutated to make it much more transmissible, very much like the british variant.",neutral,0.877479
03872,2021,01,2021-01,bbc_radio4,covid,"so far, there no evidence that the virus has become deadlier, but scientists in south africa are now racing to establish whether the mutations may have affected the virus' ability to resist current vaccines.",neutral,0.891388
03873,2021,01,2021-01,bbc_radio4,covid,"there no hard evidence either way yet, but the concern arises from the fact that the virus here has mutated more than the one in britain and one of those mutations is linked to its ability to connect to antibodies.",fear,0.703997
03874,2021,01,2021-01,bbc_radio4,covid,three metropolitan police officers have been fined for breaching coronavirus restrictions in early december.,anger,0.557983
03875,2021,01,2021-01,bbc_radio4,covid,"some, because their teachers claim that the new variant of coronavirus made it unsafe for pupils or staff to return to the classroom.",anger,0.312014
03876,2021,01,2021-01,bbc_radio4,covid,"covid cases were rising, but not yet to level seen in the south east of england.",neutral,0.880721
03877,2021,01,2021-01,bbc_radio4,covid,investors have been responding to the impact of the rollout of the covid vaccines and the implementation of the brexit deal.,neutral,0.878277
03878,2021,01,2021-01,bbc_radio4,covid,"it'll take some time to gauge the impact of the new trading arrangements with the but a lack of visible disruption amidst thin traffic at ports left investors reassured for now and as the rollout of the oxford astrazeneca vaccine brought fresh hope in the fight against covid-19, the ff100 rose by almost 3% early on adding billions of pounds to the value of pension funds.",joy,0.977097
03879,2021,01,2021-01,bbc_radio4,covid,intensified restrictions would make a recovery more elusive.,neutral,0.512972
03880,2021,01,2021-01,bbc_radio4,covid,more than a dozen british expats returning home to spain after christmas in the have been refused entry to the country because of covid rules and the end of the transition period.,sadness,0.595027
03881,2021,01,2021-01,bbc_radio4,covid,"despite having a negative covid test and her residency certificate, she was stopped from boarding the flight along with around half a dozen other british expats.",anger,0.848439
03882,2021,01,2021-01,bbc_radio4,covid,the england cricketer marin ali tested positive for coronavirus the smalling as he arrived in sri lanka for a two-match series.,neutral,0.355359
03883,2021,01,2021-01,bbc_radio4,covid,boris johnson is to make a televised address this evening in which he expected to announce more restrictions across england to to control the spread of coronavirus.,neutral,0.670074
03884,2021,01,2021-01,bbc_radio4,covid,"tougher measures have already been announced in scotland, with people told to stay at home where possible from midnight.",neutral,0.518556
03885,2021,01,2021-01,bbc_radio4,covid,"the coronavirus alert has been raised to its highest level, meaning there is a real risk healthcare services could be overwhelmed.",fear,0.767669
03886,2021,01,2021-01,bbc_radio4,covid,"well, a is someone with a personality disorder characterized by impaired empathy and egotistical traits, whereas a sicker-fant is dumber with coronavirus.",neutral,0.620085
03887,2021,07,2021-07,bbc_radio4,covid,boris johnson has promised to set out within the next few days how he plans to end coronavirus lockdown restrictions in england on the 19th of july.,neutral,0.929132
03888,2021,07,2021-07,bbc_radio4,covid,he said he shared people impatience to get back to total normality and he wanted to to get life to as close as it was before covid.,anger,0.966403
03889,2021,07,2021-07,bbc_radio4,covid,so far we have no confirmed details but ministers and white-tool officials are working on a plan to remove almost all covid restrictions.,neutral,0.960391
03890,2021,07,2021-07,bbc_radio4,covid,but i've got to stress that this year will not be like every other year because of the difficulties with covid.,neutral,0.657423
03891,2021,07,2021-07,bbc_radio4,covid,hospital admissions are increasing too but johnson said it was ever clearer that vaccines were reducing deaths.,neutral,0.737
03892,2021,07,2021-07,bbc_radio4,covid,disruption in schools though is continuing with hundreds of thousands of pupils across the country being told to quarantine when classmates test positive.,neutral,0.399872
03893,2021,07,2021-07,bbc_radio4,covid,many conservative have been urging the prime minister to reap the benefits of a successful vaccine programme by dismantling most covid restrictions.,neutral,0.815725
03894,2021,07,2021-07,bbc_radio4,covid,it says the delta variant is set to become dominant by august.,neutral,0.873113
03895,2021,07,2021-07,bbc_radio4,covid,hospital admissions and deaths are already nudging up.,neutral,0.910481
03896,2021,07,2021-07,bbc_radio4,covid,"catherine smallwood, the covid-19 incident manager for europe said the threat went beyond what happens in the stadiums themselves.",fear,0.984762
03897,2021,07,2021-07,bbc_radio4,covid,"aside from the football, the news that europe will soon see the delta variant become dominant means that the prospects for travel there from the look even more precarious than before.",fear,0.968763
03898,2021,07,2021-07,bbc_radio4,covid,the certainty that many predicted would come to britain with its turbocharged vaccination programme still remains elusive in this global pandemic.,neutral,0.557426
03899,2021,07,2021-07,bbc_radio4,covid,"new figures show that more than a million workers came off the government furlough scheme in may, as the economy began to emerge from covid restrictions.",neutral,0.623932
03900,2021,07,2021-07,bbc_radio4,covid,the furlough scheme is mostly succeeding in its purpose of providing a bridge for workers over the pandemic and back into their old jobs.,neutral,0.437614
03901,2021,07,2021-07,bbc_radio4,covid,"4 million furloughed workers about half the peak this year, even after a significant reopening of the economy.",sadness,0.840747
03902,2021,07,2021-07,bbc_radio4,covid,uncertainty about the pandemic itself and the precise impact of the rollback of furlough and other measures left the bank of england explaining it would continue its low interest rate approach despite inflation sectorized even further above target.,fear,0.915224
03903,2021,07,2021-07,bbc_radio4,covid,"the covid shock, as we all know, has required an increase in public and business debt to smooth the impact.",surprise,0.871352
03904,2021,07,2021-07,bbc_radio4,covid,"and the headlines again, boris johnson has said he will reveal within the next few days how he plans to lift the final lockdown restrictions on the 19th of july to return england as far as possible to life before covid.",neutral,0.819325
03905,2021,06,2021-06,bbc_radio4,covid,new figures suggest that in just a week the number of coronavirus infections in england has risen by 76 percent.,neutral,0.560572
03906,2021,06,2021-06,bbc_radio4,covid,a combination of new variants and an easing of lockdown restrictions is thought to be fueling the increase.,neutral,0.728851
03907,2021,06,2021-06,bbc_radio4,covid,airlines are sending extra planes to portugal to help british travellers scrambling to get home before tougher quarantine measures are imposed on tuesday.,fear,0.88777
03908,2021,06,2021-06,bbc_radio4,covid,one of the group most likely to test positive is secondary school pupils.,fear,0.474268
03909,2021,06,2021-06,bbc_radio4,covid,"the medicines regulatory body has given approval for 12 to 15-year-olds to receive the pfizer-biontech vaccine, a decision which will now be discussed by senior scientists and the government.",joy,0.736804
03910,2021,06,2021-06,bbc_radio4,covid,"in the study, the northwest of england had the highest proportion of positive cases.",neutral,0.780409
03911,2021,06,2021-06,bbc_radio4,covid,an estimated one in every 179 secondary school children swobbed in the latest survey tested positive for the virus.,neutral,0.388306
03912,2021,06,2021-06,bbc_radio4,covid,the health secretary matt hancock said the government always expected cases to rise as lockdown restrictions were eased.,fear,0.917162
03913,2021,06,2021-06,bbc_radio4,covid,and the critical thing is that the vaccine breaks the link from the number of cases to the number of people ending up in hospital and sadly dying of .,sadness,0.930042
03914,2021,06,2021-06,bbc_radio4,covid,"back in november, matt hancock described the pfizer vaccine as an adult vaccine for the adult population.",neutral,0.923565
03915,2021,06,2021-06,bbc_radio4,covid,a group of 20 independent scientists who serve on the joint committee on vaccination and immunization must now decide whether to extend the vaccine program to secondary school age children.,joy,0.37348
03916,2021,06,2021-06,bbc_radio4,covid,"if you give vaccine to 12 to 16 year olds, then you're not giving it to people in their 30s and late 20s who may a be more at risk of serious disease and be be more likely to transmit infection on to others.",neutral,0.71867
03917,2021,06,2021-06,bbc_radio4,covid,"while its expected cases will continue to rise in the short term driven in part by the growth of the india or delta variant, the data on hospital admissions and deaths is not yet showing a similar increase.",neutral,0.81807
03918,2021,06,2021-06,bbc_radio4,covid,the government has insisted it taking a safety first approach in moving portugal onto the amber travel list because of rising case numbers and the emergence of a new mutation to the delta variant first detected in india.,neutral,0.695447
03919,2021,06,2021-06,bbc_radio4,covid,ministers have said the change in portugal traffic light status was necessary because of rising case numbers and concern about a new mutation to the variant first detected in india.,fear,0.849075
03920,2021,06,2021-06,bbc_radio4,covid,little is known about the newly detected mutation to the indian variant which is causing concern within government.,fear,0.892582
03921,2021,06,2021-06,bbc_radio4,covid,"at the moment, public health england isn't describing the nepal mutation as a variant of concern or a variant under investigation or even a variant.",neutral,0.67629
03922,2021,06,2021-06,bbc_radio4,covid,it been described as a spike mutation of interest and it been spotted 43 times in test samples here.,neutral,0.7379
03923,2021,06,2021-06,bbc_radio4,covid,"it a mutation of the coronavirus that originated in india, now known as the delta variant.",neutral,0.903071
03924,2021,06,2021-06,bbc_radio4,covid,other variants with changes to the spike protein haven't taken off in the but because this mutation is on the fastest spreading delta variant there some additional concern.,fear,0.844697
03925,2021,06,2021-06,bbc_radio4,covid,it a mutation that happened on the background of the delta variant to a single change in the virus genome that confers some additional resistance to vaccines.,neutral,0.652426
03926,2021,06,2021-06,bbc_radio4,covid,the focus of public health officials and scientists is very much on the delta variant.,neutral,0.94862
03927,2021,06,2021-06,bbc_radio4,covid,a further 11 people across the have died within 28 days of testing positive for covid-19.,sadness,0.967443
03928,2021,06,2021-06,bbc_radio4,covid,new research suggests that any educational gains made by pupils in maths and reading last autumn when schools reopened were wiped out during the second coronavirus lockdown.,sadness,0.407319
03929,2021,06,2021-06,bbc_radio4,covid,"the main news so far, the number of people infected with coronavirus has jumped by more than three quarters in just a week.",surprise,0.53741
03930,2021,06,2021-06,bbc_radio4,covid,the authorities cited coronavirus amelioration measures as the official reason.,neutral,0.868049
03931,2021,06,2021-06,bbc_radio4,covid,"sterilization, forced labour, organ harvesting, disappearances, and in some cases deaths.",disgust,0.890981
03932,2021,06,2021-06,bbc_radio4,covid,the singapore grand prix has been cancelled for the second year in a row because of covid-19.,sadness,0.943558
03933,2021,06,2021-06,bbc_radio4,covid,"new figures suggest the number of coronavirus infections in england has risen by 76% in a week, with a growing proportion of cases attributed to the delta variant, first detected in india.",neutral,0.685033
03934,2021,06,2021-06,bbc_radio4,covid,airlines are putting on additional flights from portugal to the to help people get home before quarantine measures come into force on tuesday.,neutral,0.774593
03935,2021,06,2021-06,bbc_radio4,covid,research suggests gains made by pupils when schools reopened in the autumn were wiped out during the second coronavirus lockdown.,neutral,0.548949
03936,2021,06,2021-06,bbc_radio4,covid,the government coronavirus education is a hell of a title.,disgust,0.53297
03937,2021,06,2021-06,bbc_radio4,covid,because i think after the last couple of years that people need about 100 hours of teaching to catch up from everything they've lost because the coronavirus.,neutral,0.816114
03938,2021,03,2021-03,bbc_radio4,covid,new evidence shows the coronavirus vaccines being used in the are having a significant effect on reducing infections.,neutral,0.839666
03939,2021,03,2021-03,bbc_radio4,covid,labour has accused the government of unforgivable incompetence after a far-spreading variant of coronavirus first identified in brazil was detected in the .,anger,0.812918
03940,2021,03,2021-03,bbc_radio4,covid,a new study has provided further evidence that the two coronavirus vaccines being used in the dramatically cut the chance of people needing hospital treatment.,joy,0.454493
03941,2021,03,2021-03,bbc_radio4,covid,these are the results of so-called real-world studies involving people who received a first dose of a vaccine.,neutral,0.918332
03942,2021,03,2021-03,bbc_radio4,covid,"last week, public health england published the first results of studies that show what happens when people are given the pfizer vaccine, not in the lab or a clinical trial, but in the real world.",neutral,0.713919
03943,2021,03,2021-03,bbc_radio4,covid,"by tracking those who've received the vaccine and those who've not, researchers are able to say that a single shot of either the oxford or pfizer jabs is more than 80% effective in preventing people who are over 70 from becoming so ill, they need to go to hospital.",neutral,0.851431
03944,2021,03,2021-03,bbc_radio4,covid,the fall in hospitalisations is faster than in the younger age groups who are still yet to get a jab.,surprise,0.4076
03945,2021,03,2021-03,bbc_radio4,covid,"it all adds to a growing body of evidence that both vaccines are highly effective against the main variants of the virus presence in the , even in older people who have weaker immune systems and so are more vulnerable.",fear,0.639816
03946,2021,03,2021-03,bbc_radio4,covid,"the deputy chief medical officer for england, jonathan van tam says the vaccination programme is changing the landscape.",neutral,0.833215
03947,2021,03,2021-03,bbc_radio4,covid,"after his emerge, the officials have been unable to find one of six people infected with a concerning variant of coronavirus first found in brazil.",neutral,0.719627
03948,2021,03,2021-03,bbc_radio4,covid,"in total, six cases were identified in the last month, leading to accusations that tougher and quicker restrictions should have been imposed on international rifles.",neutral,0.603902
03949,2021,03,2021-03,bbc_radio4,covid,labour said the discovery of the variant exposed the damage done by the delay to the introduction of hotel quarantine.,neutral,0.496216
03950,2021,03,2021-03,bbc_radio4,covid,"while the risk to the wider community is said to be low, ministers and officials have made direct appeals to to locate the unidentified person who tested positive for this variant, someone who didn't fill out a test form properly on the 12th or 13th of february.",neutral,0.396383
03951,2021,03,2021-03,bbc_radio4,covid,"the other five cases are known to be linked to travel from brazil via indirect flights, which arrived in the weeks before hotel quarantine was introduced in mid-february.",neutral,0.922782
03952,2021,03,2021-03,bbc_radio4,covid,"local surge testing is among measures being deployed, but boris johnson was asked if the government had moved too slowly on introducing hotel quarantine.",neutral,0.599454
03953,2021,03,2021-03,bbc_radio4,covid,i want to stress that there is currently no reason to believe that the p1 variant of the virus is in circulation in scotland.,fear,0.417033
03954,2021,03,2021-03,bbc_radio4,covid,the current cases of the brazil variant are known to have arrived before this.,neutral,0.917486
03955,2021,03,2021-03,bbc_radio4,covid,"concerns about the brazil variant stemmed from a strong second wave of coronavirus in manauce in recent months, with reports of many people being reinfected.",fear,0.938694
03956,2021,03,2021-03,bbc_radio4,covid,"according to susan hopkins of public health england, this may mean that the vaccines that are currently being rolled out are less effective against the brazil variant.",neutral,0.878461
03957,2021,03,2021-03,bbc_radio4,covid,"manauce, a particular report of that a number of individuals were reinfected with this variant, and therefore that suggests that having had prior immunity from primary infection wasn't enough to reduce infection and transmission, and that may also impact on the vaccine.",neutral,0.754129
03958,2021,03,2021-03,bbc_radio4,covid,"public health officials aiming to contain the brazil variant by identifying those who have it, and requiring them to isolate until they're no longer infectious.",neutral,0.897953
03959,2021,03,2021-03,bbc_radio4,covid,it for this reason that lockdown measures are being eased very slowly.,neutral,0.873043
03960,2021,03,2021-03,bbc_radio4,covid,"the public are being asked not to become complacent because of the vaccination campaign, and to continue to follow government guidelines so the variants don't become more prevalent.",neutral,0.957634
03961,2021,03,2021-03,bbc_radio4,covid,"15% of teaching and support staff tested positive for antibodies, compared with around 18% of adults generally in the same areas.",neutral,0.915704
03962,2021,03,2021-03,bbc_radio4,covid,"shemez ladani, who leading the research for public health england, says that protective measures taken in schools seem to have helped.",neutral,0.855642
03963,2021,03,2021-03,bbc_radio4,covid,a further 104 people have died within 28 days of a positive test down from 178 last monday.,sadness,0.958127
03964,2021,03,2021-03,bbc_radio4,covid,"at king edward hospital, prince philip was being treated for an unspecified infection.",sadness,0.831474
03965,2021,03,2021-03,bbc_radio4,covid,passengers arriving at heathrow airport last night have complained of queues of up to seven hours at border control due to new coronavirus measures.,neutral,0.368457
03966,2021,03,2021-03,bbc_radio4,covid,"people doing the checks, we were all quite kind of crowded in as well, which is pretty dodgy, covid wise.",disgust,0.554008
03967,2021,03,2021-03,bbc_radio4,covid,unions representing border force workers have said that in part the queues were a result of covid restrictions imposed by border force.,neutral,0.340652
03968,2021,03,2021-03,bbc_radio4,covid,saying every essential checks stops the spread of coronavirus in the .,neutral,0.564287
03969,2021,03,2021-03,bbc_radio4,covid,"the main news so far, new evidence shows the coronavirus vaccines being used in the are reducing the chances of needing hospital treatment by more than 80%.",joy,0.435444
03970,2021,03,2021-03,bbc_radio4,covid,"boris johnson has acknowledged that economic measures taken during the pandemic have been expensive, but insisted that the budgets on wednesday will help the make a strong jobs-led recovery.",sadness,0.557908
03971,2021,03,2021-03,bbc_radio4,covid,"this week budget will be historic in terms of the numbers for the nation debts and the hits to the economy, but the chancellor will need to make it historic in terms of the policy, both to support the rescue from crisis and to lay the long-term foundations of a post-pandemic post-brexit green recovery.",neutral,0.725618
03972,2021,03,2021-03,bbc_radio4,covid,"the vaccine has offered a way to keep the post-pandemic rise in unemployment well below the expected spike, but the successes of the vaccine rollout are also being seen in government as a blueprint for a high science research-led private sector recovery aided by some government help and agile regulation.",joy,0.532294
03973,2021,03,2021-03,bbc_radio4,covid,"the headlines again, new analysis has shown a single dose of either jam being used in the reduces the chance of needing hospital treatment by more than 80%.",neutral,0.653638
03974,2021,03,2021-03,bbc_radio4,covid,boris johnson has defended how quickly the government brought in the quarantine hotel system in england after six cases of a concerning variant from brazil were detected in the .,neutral,0.877573
03975,2021,05,2021-05,bbc_radio4,covid,the european union says it wants to open up tourist destinations as early as next month to visitors who've received covid vaccinations.,neutral,0.71764
03976,2021,05,2021-05,bbc_radio4,covid,boris johnson says he optimistic that social distancing measures will be scrapped on june 21st.,joy,0.82532
03977,2021,05,2021-05,bbc_radio4,covid,he said the government approach would be sensible and cautious that prime minister also suggested that social distancing rules could soon be scrapped.,fear,0.917648
03978,2021,05,2021-05,bbc_radio4,covid,"individual countries will still be able to ask passengers to take tests and go into quarantine, but the hope is these measures will be phased out.",neutral,0.962153
03979,2021,05,2021-05,bbc_radio4,covid,"a month after france imposed a third national lockdown to curb spiraling coronavirus infections, restrictions have begun to be relaxed.",neutral,0.786498
03980,2021,05,2021-05,bbc_radio4,covid,that is the thrust of the prime minister remarks when asked today what measures to contain the spread of coronavirus might remain after the final stage of the government roadmap out of lockdown in england.,fear,0.765678
03981,2021,05,2021-05,bbc_radio4,covid,the review is ongoing into the use of social distancing measures beyond the 21st of june when it hoped all legal restrictions can end.,neutral,0.358424
03982,2021,05,2021-05,bbc_radio4,covid,"the chair of the all-party parliamentary group on coronavirus, the liberal democrat, leyla moran, warned that allowing people to go on holiday this summer could increase infection rates in the .",fear,0.954766
03983,2021,05,2021-05,bbc_radio4,covid,"an announcement is expected later this week confirming that some foreign travel will be allowed from the 17th of may and which countries will be placed on the green, amber and red lists that the government will use to determine what quarantine or testing arrangements are needed before and after travel.",neutral,0.414908
03984,2021,05,2021-05,bbc_radio4,covid,"the has recorded one more death within 28 days of a positive coronavirus test in the latest daily figures, a fall of five compared to last monday.",sadness,0.782731
03985,2021,05,2021-05,bbc_radio4,covid,boris johnson says he optimistic that social distancing measures will be scrapped on june 21st.,joy,0.82532
03986,2021,05,2021-05,bbc_radio4,covid,he against vaccine passports and in favour of easing lockdown quicker.,fear,0.465214
03987,2021,05,2021-05,bbc_radio4,covid,"the headlines again, people who are fully vaccinated or who are from countries with low-covid infection rates are to be allowed to travel freely around europe this summer and plans unveiled by the .",joy,0.883905
03988,2021,05,2021-05,bbc_radio4,covid,the health secretary matt hancock has thanked those involved in the vaccine rollout on the day the dispensed its 50 millionth dose.,joy,0.63517
03989,2021,05,2021-05,bbc_radio4,covid,boris johnson has said there is a good chance social distancing rules could be scrapped in seven weeks.,neutral,0.901638
03990,2021,11,2021-11,bbc_radio4,covid,"just five countries, the , brazil, india, mexico and the , account for about half of these coronavirus deaths around the world.",neutral,0.717096
03991,2021,11,2021-11,bbc_radio4,covid,but it likely that many developing countries have undercounted their deaths because they still lack the right testing.,neutral,0.810916
03992,2021,11,2021-11,bbc_radio4,covid,"and many scientists are still kept awake at night, worrying about the prospect of a sudden surge of cases in sub-saharan africa, where less than 5% of the population is fully vaccinated.",fear,0.949998
03993,2021,11,2021-11,bbc_radio4,covid,"australia had sealed itself off from the world during the pandemic and while this has helped keep covid-19 cases low, it devastated thousands stranded abroad.",sadness,0.963139
03994,2021,11,2021-11,bbc_radio4,covid,"the latest daily figures show the has recorded 40,077 new cases of , a further 40 people have died within 28 days of a positive test.",sadness,0.757794
03995,2021,11,2021-11,bbc_radio4,covid,"just one case can lead to a strict lockdown and mass testing, and unusual methods of control.",neutral,0.87317
03996,2021,11,2021-11,bbc_radio4,covid,"more than five million people are now known to have died after testing positive for covid, but experts warn many more deaths may not have been accounted for.",sadness,0.576357
03997,2021,10,2021-10,bbc_radio4,covid,early trials of a drug for treating covid suggest it cuts the risk of hospitalisation or death by a half.,neutral,0.502509
03998,2021,10,2021-10,bbc_radio4,covid,"sean dilly reports, it an industry that always struggled for labour, but now farmers say a combination of disruption caused by the covid-19 pandemic and post-brexit immigration rules mean these difficulties have become critical.",neutral,0.669067
03999,2021,10,2021-10,bbc_radio4,covid,"india is imposing tighter restrictions on british nationals arriving in the country, including a 10-day home quarantine and the need for additional tests.",neutral,0.403502
04000,2021,10,2021-10,bbc_radio4,covid,"when the government announced changes to its travel rules, it exempted fully vaccinated people from more than a dozen countries, from self-isolation, but didn't include india.",neutral,0.733235
04001,2021,10,2021-10,bbc_radio4,covid,"but with the rules still the same, india says it introduced reciprocity with new travel measures, mandating a 10-day home quarantine and additional testing for british nationals arriving here, regardless of vaccine status.",neutral,0.934054
04002,2021,10,2021-10,bbc_radio4,covid,people in scotland have been reporting continuing problems loading their information onto the new covid passport app.,sadness,0.415123
04003,2021,09,2021-09,bbc_radio4,covid,"the fifth and final test match in the series between england and india has been abandoned only two hours before play was due to start, because of concerns about the spread of the coronavirus in the visitor squad.",fear,0.659487
04004,2021,09,2021-09,bbc_radio4,covid,the chief executive of the food and drink federation has warned that the trend is likely to be permanent due to factors such as brexit and the coronavirus pandemic affecting the workforce across the industry.,fear,0.950795
04005,2021,09,2021-09,bbc_radio4,covid,"a number of india backroom staff have tested positive for covid-19, sparking concerns about cases spreading through the squad.",fear,0.91732
04006,2021,09,2021-09,bbc_radio4,covid,india said they couldn't feel the team after a fresh covid case amongst their backroom staff.,sadness,0.669987
04007,2021,09,2021-09,bbc_radio4,covid,nicholas sturgeon has said the in scotland is under intense pressure following a further rise in covid cases.,neutral,0.350244
04008,2021,09,2021-09,bbc_radio4,covid,the first minister said only a foolish leader would rule out having to introduce more restrictions including expanding the vaccination passport scheme.,neutral,0.406457
04009,2021,09,2021-09,bbc_radio4,covid,in wales rates are at their highest levels since the winter peak at 1 in 65 with the virus while scotland figures are at their highest since the survey started their last autumn at 1 in 45.,neutral,0.478507
04010,2021,09,2021-09,bbc_radio4,covid,the number of covid patients in hospital there is more than doubled in a fortnight to nearly 980.,surprise,0.50104
04011,2021,09,2021-09,bbc_radio4,covid,there are early signs that new daily cases may be slowing down but with high levels of infection among teenagers and young adults scotland become the first nation to confirm vaccine passports will be needed for and large events from next month.,neutral,0.698643
04012,2021,09,2021-09,bbc_radio4,covid,the latest daily figures show a further 147 people have died within 28 days of testing positive for coronavirus down from 167 yesterday.,sadness,0.882691
04013,2021,09,2021-09,bbc_radio4,covid,"the hugely important sector which includes shops and pubs or no growth at all, the number of people being pinned by the covid app has been blamed for keeping staff and customers at home.",anger,0.596709
04014,2021,09,2021-09,bbc_radio4,covid,"partly by heavy rainfall, the so-called ping-demic and the rise in the delta variant also kept consumers at home.",neutral,0.797149
04015,2021,09,2021-09,bbc_radio4,covid,"in an interview with the , the scottish national party leader said a referendum could happen in the next two years, but stressed that she would not underplay the challenges caused by covid.",neutral,0.524408
04016,2021,09,2021-09,bbc_radio4,covid,"nicke listergeon says she wants another independence vote by the end of 2023, insisting today that is a realistic timetable covid permitting.",neutral,0.902571
04017,2021,09,2021-09,bbc_radio4,covid,"the first minister doesn't want to be seen to be diverting the civil service away from covid, but some independent supporters want considerably more urgency.",neutral,0.720616
04018,2021,09,2021-09,bbc_radio4,covid,nicke listergeon also considered that the economic impact of the pandemic made the case for independence harder to sell.,neutral,0.789334
04019,2021,09,2021-09,bbc_radio4,covid,"the next few years, and this is true for the , it true for countries across the world, because of covid, are going to be difficult as we recover and get back to normal.",neutral,0.798516
04020,2021,09,2021-09,bbc_radio4,covid,"england final test match in their series against india has been cancelled with little more than two hours to spare, because of concerns about covid spreading in the tourist squad.",sadness,0.766151
04021,2022,04,2022-04,bbc_radio4,covid,cases in the have reached a record high with almost 5 million people thought to have the virus.,neutral,0.858582
04022,2022,04,2022-04,bbc_radio4,covid,"and remember, in hospitals affects the hospital capacity because the hospital needs to segregate people with active from other people to make sure that the infection does not spread in the hospital.",neutral,0.811832
04023,2022,04,2022-04,bbc_radio4,covid,another official warned the latest omicron variant ba2 was likely to rebound in the winter.,fear,0.681302
04024,2022,04,2022-04,bbc_radio4,covid,new figures suggest coronavirus cases are at record levels with around one in 13 people in the having the infection in the week to last saturday.,neutral,0.858165
04025,2022,08,2022-08,bbc_radio4,covid,"the government chief medical officer in covid are chris whitty, as another old mulvynian and when the college finally completed its £20 million state of the art news school building during last year pandemic they specially invited chris whitty to close it.",joy,0.716465
04026,2022,12,2022-12,bbc_radio4,covid,england walloped a record score for the first day of a test match after a nasty virus left them with barely enough players to take the field.,disgust,0.914585
04027,2022,12,2022-12,bbc_radio4,covid,"we've been seeing unusually high rates of deaths for months, but it hard to tease out how much of that is caused by the problems in urgent care, as i suppose to say, the after-effects of covid, because in part, the problems we're seeing in urgent care are themselves caused by the pandemic hangover.",neutral,0.731048
04028,2022,12,2022-12,bbc_radio4,covid,"we're frailer, with many of us experiencing after-effects from an infection with what can be a very unpleasant virus.",sadness,0.465751
04029,2022,12,2022-12,bbc_radio4,covid,"so we're now seeing higher levels of heart deaths and hints to cancer deaths may be running high, too.",neutral,0.532561
04030,2022,12,2022-12,bbc_radio4,covid,there may be weariness among statisticians about putting a hard number on exactly how many of the extra deaths we're seeing are directly due to the delays in getting patients seen by a doctor inside a hospital.,neutral,0.889087
04031,2022,12,2022-12,bbc_radio4,covid,"yesterday, there were fears the test wouldn't happen because of a virus which ripped through the england team, but the majority of the squad recovered in time, including ben ducke.",fear,0.556377
04032,2022,12,2022-12,bbc_radio4,covid,the brand had been struggling because of surge in production costs and a decline in demand.,sadness,0.923752
04033,2022,02,2022-02,bbc_radio4,covid,to my other friend agree with me that we could have other hospital and many others too could have had the hospital if this sort of waste was identified properly in government.,neutral,0.317946
04034,2022,02,2022-02,bbc_radio4,covid,"the latest daily coronavirus figures show there were 219 deaths within 28 days of a positive test, though there will be some among this number who won't have died from covid.",neutral,0.566027
04035,2022,02,2022-02,bbc_radio4,covid,anti-coronavirus measures such as vaccine certificates and face coverings will remain in place in scotland for at least another three weeks.,neutral,0.938387
04036,2022,01,2022-01,bbc_radio4,covid,"he insisted the right covid measures were in place in england, but said it would be absolutely folly to think the pandemic was over.",sadness,0.349709
04037,2022,01,2022-01,bbc_radio4,covid,a secondary school in england get ready to test pupils for coronavirus.,neutral,0.464583
04038,2022,01,2022-01,bbc_radio4,covid,"in scotland, a record number of people have tested positive for covid.",neutral,0.626211
04039,2022,01,2022-01,bbc_radio4,covid,"the prime minister has said he looking at ways of moving staff around parts of the in england, struggling with absences caused by the omicron coronavirus variant.",sadness,0.847998
04040,2022,01,2022-01,bbc_radio4,covid,"boris johnson acknowledged that hospitals would come under considerable pressure in the coming weeks, and it was folly to think the covid crisis was over.",sadness,0.545444
04041,2022,01,2022-01,bbc_radio4,covid,but he insisted the government current strategy based mainly on vaccination and testing was sufficient and said the country was in a much better position than it was a year ago.,joy,0.62355
04042,2022,01,2022-01,bbc_radio4,covid,"ministers believe those measures, working from home where possible, proving your covid status to go to a or large event and wearing a face covering in indoor public spaces, have made a difference in reducing transmission.",neutral,0.885451
